Valor;Area;Dist_Playa;Dist_Farmacia
98891;82;3.334833966;0.620537
166359;140;1.362051551;0.536425
80407;41;0.080573621;0.525811
56932;53;0.970645738;0.61751
125692;115;9.58291726;0.976757
216266;232;1.44147047;0.82805
62847;66;7.518428459;0.907788
591497;276;0.362672821;0.458845
66543;70;8.050356588;0.908698
536044;260;1.581334955;0.260192
268022;60;0.583750855;0.904098
120148;80;0.41559994;0.240718
127542;80;0.94810602;0.980858
81331;65;4.701078507;0.92349
3049908;300;0;0.516041
87342;71;1.722169686;0.367581
175601;86;1.186885911;0.26108
73013;75;6.773256072;0.335929
365989;171;0.277630913;0.832495
99076;87;0.872313247;0.971802
138632;110;6.082084261;0.735596
152237;114;8.835579602;0.484844
462107;160;0.104997284;0.166375
739372;244;0.050168111;0.287733
36784;20;2.533428099;0.449045
55453;75;4.460190965;0.539456
683919;307;3.294649093;0.401014
55268;54;6.04903063;0.897074
60628;56;5.850671658;0.781036
277264;95;0.340513206;0.045695
175601;177;7.596182929;0.025741
118299;75;5.590214701;0.344316
148799;84;5.824821675;0.25329
41590;60;7.556334884;0.068597
116451;96;5.163549534;0.233172
221811;156;5.163549534;0.540905
79482;65;4.763160421;0.180774
1016636;340;0.101507667;0.17653
360444;209;5.437160027;0.342816
50832;56;8.133497975;0.424108
175601;131;0.475062456;0.267787
194085;100;0.035370645;0.031701
120148;90;6.115163541;0.990276
249538;120;0.12816518;0.217732
584104;135;0.01328214;0.503425
42514;60;8.194873023;0.047115
240296;100;6.118410988;0.162955
406654;233;0.848463551;0.520078
180222;110;1.559445515;0.165253
208872;182;8.148118601;0.109462
203327;80;0.972674502;0.296335
165434;115;2.74345832;0.398358
120148;94;1.141122841;0.138856
59150;51;9.075762397;0.229431
69871;80;7.841690836;0.648718
92237;70;0.677249672;0.040322
665434;262;0.680659741;0.086631
738447;296;3.294649093;0.427
203327;76;0.255657787;0.371739
310536;200;0.443694818;0.67121
42514;55;7.188421474;0.392343
120148;95;1.553783476;0.891762
406654;200;0.365860019;0.596545
201479;76;0.575058127;0.347506
271719;140;0.815546523;0.451173
36969;42;3.141567332;0.863552
138632;160;5.728473876;0.302662
258780;92;0.537008459;0.841438
34935;70;5.974026164;0.365716
220887;75;0.68341781;0.955122
249538;374;0.753289468;0.799495
194085;69;2.450874919;0.169452
609982;140;0.502020118;0.103412
64695;30;0.370148456;0.610905
110906;91;7.725977639;0.297051
73752;58;6.17971556;0.746152
71799;36;2.093921238;0.357083
64695;59;4.450504436;0.195765
146026;30;0.364045943;0.821406
25878;50;14.38040031;0.425234
434381;233;1.487104667;0.653144
295749;80;0.442715183;0.611288
51756;65;8.539616005;0.308939
504621;80;0.054887914;0.67611
151571;92;6.464343765;0.250151
42514;55;5.323517204;0.914706
76710;78;4.424044286;0.330518
118299;56;0.914668102;0.727297
332717;190;0.002068053;0.272421
72089;60;5.213856817;0.11738
85952;83;8.408592105;0.797095
36950;48;7.808211629;0.449864
582255;285;0.195600585;0.623829
48059;60;7.180893449;0.121158
1201479;300;0.117657046;0.351509
229205;122;0.429990603;0.452651
338262;135;0.368656144;0.265126
164510;87;0.644860408;0.441628
2772643;598;0;0.856798
129390;75;0.271763388;0.151773
207024;111;1.228239091;0.657118
48059;75;5.210040909;0.662686
67449;67;3.89840572;0.553155
129390;110;6.91342557;0.127183
118299;102;6.119350434;0.182788
64695;63;4.057734006;0.419912
203327;190;0.619595606;0.262981
702403;170;0.01328214;0.821441
203142;160;3.304734137;0.092704
221811;216;1.081976014;0.555031
979667;450;0.039072986;0.207168
286506;249;1.261893962;0.334185
776340;250;0.570831582;0.211026
175601;203;5.146943625;0.236641
182994;115;1.559445515;0.174056
107209;65;5.67589336;0.892504
64695;68;3.294649093;0.05325
341959;107;0.724049871;0.322418
71165;70;7.913275305;0.661728
462107;130;0;0.57
194085;80;0.347758951;0.556202
31423;50;9.46847249;0.712431
138632;280;0.703771312;0.160384
462107;173;0.492167318;0.450573
83179;52;6.207589435;0.239451
1478743;372;1.342394524;0.631093
49908;50;5.262867737;0.919313
157116;138;1.165877499;0.134911
41590;32;4.270141829;0.563209
82994;97;7.907684834;0.385738
868762;370;2.486862035;0.523312
151571;219;8.164295648;0.319285
737523;513;0.173454538;0.84226
108872;166;9.564278938;0.237036
831793;570;0.332910589;0.149488
101664;45;0.190631852;0.391004
157116;142;1.657033245;0.491759
286506;70;0.183450516;0.443699
70240;85;7.519168622;0.149813
99815;106;5.652285566;0.029474
295749;93;1.068776577;0.659172
151571;75;0.38081321;0.344048
865065;490;6.026795175;0.010825
107209;50;2.128900515;0.877694
30499;26;1.234050397;0.418449
59150;67;6.613428903;0.01277
70240;45;2.191745607;0.500657
166359;95;0.597175564;0.525415
73937;66;3.094592106;0.961514
157116;110;0.349358402;0.968135
175599;106;4.410975897;0.172783
166359;89;0.942304317;0.201002
116821;128;7.65255499;0.574675
123845;88;1.630460815;0.883685
91497;64;6.616943971;0.66532
460259;170;0;0.112546
66174;92;9.34684395;0.319359
499076;150;0.371530604;0.900557
314233;78;0.317031428;0.285307
20702;44;10.34276725;0.893325
68392;65;6.202106549;0.481807
109057;44;0.866495584;0.712253
73752;85;6.246717797;0.375464
88725;74;4.417484894;0.632848
330869;110;0.375701191;0.66963
68392;65;6.354407299;0.680442
231054;80;0.435647249;0.916309
582255;190;1.899406135;0.869095
51386;62;7.320045023;0.988149
127542;140;7.630117389;0.954091
157116;100;0.500509949;0.600638
489834;100;0.709784908;0.717529
332716;170;1.643445445;0.967308
83179;33;0.337896272;0.141651
94251;85;7.873965131;0.470842
221811;99;0.340024157;0.463547
49908;33;2.436617322;0.705428
83179;40;0.397425293;0.678565
110906;200;8.159490033;0.768201
50832;68;3.94904779;0.256173
55453;36;1.111775346;0.521698
51756;51;9.161539432;0.213049
175601;94;0.748011338;0.513703
147874;93;6.45423549;0.949507
258780;111;0.610876814;0.885097
65065;66;8.15081318;0.543205
125693;54;0.377235537;0.793054
66525;65;4.001922315;0.692572
591497;320;2.633390365;0.995709
368762;175;0.510378546;0.164681
425139;220;8.438495682;0.733804
83364;69;5.017801905;0.860151
92421;85;1.145993567;0.74754
406654;215;1.048210518;0.457707
240296;150;6.191122457;0.751134
1589649;317;2.569273952;0.477344
44362;50;7.696276083;0.416442
210721;111;0.483599326;0.803535
157116;72;1.196937651;0.960653
591497;207;2.121971645;0.195562
136784;63;0.84729943;0.279816
91497;68;0.7694451;0.109451
101479;82;6.829063814;0.181166
127542;43;0.544808957;0.141294
203327;86;0.907212415;0.228624
77634;82;8.548206378;0.666952
508318;308;0.513953877;0.669682
979667;215;0.180908028;0.244761
212569;92;0.555292739;0.116306
83179;67;4.596800088;0.073053
737523;180;0.225634798;0.623594
1173752;344;0.137567162;0.062701
47320;46;9.186298342;0.671555
90388;130;7.817664085;0.843606
53604;75;6.475537161;0.850132
162662;102;1.145658068;0.552543
240296;107;3.294649093;0.482291
739372;466;1.584689816;0.182586
887246;200;0.174596415;0.542585
106285;38;1.553783476;0.074534
351201;130;1.116617986;0.431652
179298;93;5.246264701;0.170998
125693;75;0.450305073;0.137794
914972;301;0.046722477;0.309254
36969;50;9.124939731;0.114999
646950;339;0.505635762;0.621014
138632;66;0.016688881;0.753713
60998;64;7.907684834;0.990213
203327;170;0.588480144;0.180416
119224;38;1.747955086;0.979506
96118;75;5.696228241;0.404972
397412;200;0.135238026;0.552367
184473;185;6.522476076;0.944833
44362;65;7.518428459;0.025598
182994;100;0.145757928;0.810551
462107;160;2.529613296;0.516219
30499;48;11.22279519;0.392321
255083;117;0.81532166;0.140818
133087;130;6.168544144;0.908394
106285;84;5.699254074;0.984677
554344;300;1.52473761;0.619996
45287;75;13.45717667;0.319526
293900;133;0.091002036;0.658555
153235;148;1.829138571;0.436711
293900;140;0.449541408;0.866014
2218115;492;2.705331453;0.17636
199630;146;4.803006453;0.346523
51756;75;5.825246175;0.423028
406654;100;0.110318388;0.308499
277264;124;2.497677015;0.114999
240296;70;0.468553629;0.126108
37893;47;5.323517204;0.11304
101664;92;7.899101513;0.096894
55453;100;9.454072373;0.052334
123845;77;0.735264988;0.232902
231054;60;0.348274951;0.196192
116451;94;4.487355331;0.509769
147689;85;0.451305663;0.201431
120148;72;6.467739009;0.316715
589649;380;2.24181477;0.951215
77024;63;4.615575008;0.448594
90573;43;0.144172936;0.629211
193715;99;1.047749739;0.269719
30499;49;2.734548332;0.85112
110906;135;7.090760422;0.968158
40573;57;8.485576648;0.667521
171904;82;0.732202705;0.203775
147874;70;0.078848856;0.158585
218113;143;5.119767035;0.882713
64695;59;8.177414153;0.537714
194085;69;0.617839484;0.171091
138632;65;0.932168851;0.447268
258780;120;0.364478136;0.436302
126617;40;0.478180739;0.163959
203327;91;0.663633307;0.302715
268022;194;0.848024881;0.490608
203327;90;0.612318139;0.327141
68392;71;8.34180807;0.0513
106654;78;4.851510824;0.963358
105176;130;7.352646429;0.319353
83179;75;6.581940169;0.886707
59150;90;6.899707369;0.222674
318343;72;0.284983476;0.140626
53604;77;8.505385328;0.546911
101664;70;0.948875475;0.407928
110906;95;1.177136494;0.391236
184843;76;2.413282241;0.856494
39741;60;6.195154504;0.053786
79482;70;6.216008163;0.710924
134935;96;8.348590749;0.064787
147874;72;0.512809012;0.366487
349353;175;0.564642857;0.137429
379852;90;0.235668018;0.500459
78558;68;8.266678651;0.652622
158780;154;0.622125324;0.818229
81146;69;5.982644594;0.48133
258780;109;0.354355474;0.770145
116451;100;6.894210734;0.184502
140481;75;7.699152942;0.955326
157116;76;1.105053891;0.553079
124677;73;6.746431405;0.647263
165434;118;1.289331478;0.598172
434381;194;0.355658824;0.722408
776340;390;0.084441806;0.211517
443623;170;0.395124456;0.062389
129390;177;3.123222287;0.755484
159889;95;1.082955852;0.401889
38817;53;7.798386118;0.948473
110906;41;0.11216365;0.772061
1219963;280;0.108179274;0.901815
28651;40;5.858705612;0.716429
83179;92;7.77842839;0.704577
95933;72;1.511953082;0.327105
323475;352;0.388191655;0.622923
129205;162;8.239109133;0.557224
68392;72;8.771524692;0.999678
42514;67;7.255909757;0.427255
850277;292;1.641230293;0.339326
293900;135;0.129433972;0.253595
45287;61;12.01117059;0.934254
176977;130;8.537220495;0.320003
175601;70;2.243057875;0.516413
75786;106;5.595926315;0.181621
402957;190;0.316218918;0.007647
203327;120;3.294649093;0.900847
109057;70;7.227110401;0.534507
105360;70;6.207589435;0.288359
165434;90;1.082955852;0.839621
138632;91;8.645406694;0.413395
256932;130;1.147352611;0.082388
109982;40;0.558204808;0.151305
249538;140;1.183390248;0.355816
83179;81;8.179302759;0.971161
44917;59;7.233041337;0.613468
71165;100;6.843552706;0.780154
107209;92;6.608266007;0.244379
71904;72;2.055225551;0.845846
48965;64;5.492943804;0.995601
194085;100;0.718664251;0.182581
127542;65;0.729537118;0.957772
145841;206;7.898110954;0.638244
776340;260;0.06376702;0.980877
98909;75;2.807699453;0.140636
36968;60;5.475623239;0.269069
53604;88;7.508220529;0.562051
313309;171;4.73885629;0.032354
88725;63;4.44868117;0.952177
84104;83;5.042202859;0.210091
109057;140;4.491362948;0.55299
96118;90;7.462910629;0.618104
349353;90;1.371811259;0.712415
184658;140;0.218816094;0.309745
674677;173;2.676389711;0.821116
646950;350;2.250003072;0.716963
112754;148;2.805266392;0.685199
127172;227;1.93757314;0.494685
62847;72;3.294649093;0.269986
162662;70;0.854470317;0.844817
628466;131;0.01328214;0.077352
101664;170;6.108024913;0.298152
97967;120;1.066814942;0.821817
65619;64;4.766154774;0.093612
236599;129;0.931965619;0.68417
221811;120;1.12593657;0.212544
136784;62;0.339522832;0.335932
43438;50;5.074748993;0.788917
201479;138;4.597380754;0.38064
127542;90;6.659447128;0.493491
140481;152;6.368722071;0.90338
329020;180;0.139914361;0.47419
121072;60;6.393048064;0.386858
1440850;250;0.26340896;0.991233
240296;110;0.510062987;0.742039
149723;91;0.522733143;0.999803
260628;86;1.701881033;0.44189
99815;50;0.603622923;0.26472
517560;280;0.566843345;0.527892
702403;146;0.694994586;0.342715
81312;127;10.48138017;0.117637
166359;160;0.846381492;0.927097
92237;170;7.645170583;0.659214
73013;87;10.47259547;0.620888
41590;65;3.10466831;0.98701
109057;87;6.117066376;0.333419
36969;52;7.730656067;0.242818
49723;55;6.634812213;0.325629
182994;90;0.706697465;0.061304
53604;62;8.794386429;0.395979
166340;97;0.803655622;0.656868
332717;85;0.570788894;0.403562
157116;82;1.678563429;0.487506
112754;70;4.578858613;0.013921
702403;140;0;0.776262
23105;52;13.25386121;0.389744
165434;125;0.663798349;0.483704
77634;70;0.963630013;0.768118
102588;120;1.466905345;0.168527
199630;95;0.123383413;0.024024
109982;41;0.124226273;0.314578
155268;138;0.19500852;0.242166
158965;75;0.129651696;0.758153
132163;89;4.454816201;0.145668
66543;70;1.870257209;0.812868
646950;200;0.131674555;0.289517
129390;140;5.902578229;0.609032
83179;52;6.121870444;0.236154
44362;52;5.923177835;0.557861
104436;70;1.787159779;0.437461
182994;119;1.629708881;0.22082
253235;95;2.268332667;0.402072
73937;100;6.757913278;0.443732
240296;123;0.807994475;0.520966
79482;71;7.463145327;0.127378
304991;170;1.553783476;0.389857
231054;176;1.201390171;0.879469
146026;87;0.944747437;0.884186
443623;130;1.122777937;0.036774
109057;57;2.471000233;0.393379
508318;134;0.719218463;0.774036
51756;70;8.026276792;0.755762
295749;120;0.289627862;0.367221
101664;55;0.199397542;0.849187
121996;60;0.896238647;0.206975
59150;74;4.153672649;0.899678
275416;90;0.053747085;0.608549
193161;193;13.16964061;0.829945
60998;63;2.987861428;0.782926
1940850;700;0.65312713;0.041856
121793;77;4.167296356;0.860615
36968;60;6.627740416;0.788455
175601;90;0.391686458;0.671734
101664;53;3.876708462;0.895894
194085;114;4.998693705;0.038137
105360;61;1.172585596;0.203775
258780;177;1.197810176;0.162258
121996;81;1.119833436;0.72581
64695;46;2.865555652;0.251946
304991;169;0.531267314;0.395988
110906;94;5.848652851;0.129752
221811;190;0.785163593;0.694688
212569;114;0.604415969;0.550216
80407;41;0.088381034;0.914856
59150;63;6.767819613;0.801616
92421;42;0.397346921;0.440264
101664;84;1.108530421;0.895964
155268;78;1.26076882;0.469612
1109057;241;2.694392754;0.001811
905730;296;0.01756134;0.136101
258780;64;1.800678055;0.922283
312384;158;0.757053847;0.893402
129205;103;7.873965131;0.575046
92274;81;2.031456774;0.291412
41405;45;9.45685806;0.756862
406654;90;1.468629743;0.009868
295749;151;0.591869378;0.314612
280961;90;0.692450367;0.169385
81331;69;7.671863706;0.58158
63752;60;4.358531322;0.768119
15712;43;12.56410166;0.018549
175601;50;0.193938294;0.307135
480592;158;0.724049871;0.878708
203327;90;0.708870322;0.428922
151571;110;0.479783517;0.927841
79482;29;0.494234393;0.56838
49908;60;7.221280146;0.901817
59150;25;0.717676967;0.604979
98891;89;4.454816201;0.027186
240296;300;0.557611505;0.539943
110721;86;6.042941443;0.607614
59150;55;6.113725878;0.901827
600739;140;0.437748884;0.08533
97043;74;7.286272583;0.198849
231054;220;0.94537034;0.913646
194085;80;1.501298857;0.264102
268022;135;1.19582494;0.069239
268022;166;5.125716912;0.168979
105360;95;1.106016483;0.223078
554529;263;0.035247126;0.234657
142329;104;0.591945568;0.532727
1109057;200;0.04597059;0.643368
88725;85;8.01154368;0.184203
64695;80;11.92260087;0.662972
562847;160;0.697684044;0.17863
100370;41;0.280467221;0.45377
97043;76;4.670943114;0.351864
36044;67;8.425391662;0.903281
123845;80;5.924420314;0.632404
275416;100;0.178804799;0.589969
109057;89;0.87880643;0.566577
360444;220;0.035988967;0.361666
184843;245;1.318588813;0.933513
212569;93;1.088546939;0.342495
83179;88;6.689422819;0.735926
240296;120;4.457984478;0.874832
18669;42;16.09382618;0.269053
360444;135;2.144663155;0.051445
55268;60;5.866257504;0.413478
194085;110;1.327540262;0.612609
171904;97;0.233369869;0.980362
49723;38;1.598410275;0.39682
66543;37;1.219712418;0.238126
43438;64;2.598218975;0.140123
591497;153;0.724049871;0.807227
103512;85;3.094592106;0.884672
25878;40;10.005449;0.845225
739372;195;0.481389732;0.502835
83179;86;10.46737307;0.571321
277263;104;1.764295347;0.625215
94270;94;7.982661487;0.37792
28651;51;7.690748023;0.999678
277264;87;0.405862632;0.802403
443623;195;1.853273539;0.06273
55453;25;0.56548488;0.259925
64695;77;7.436911376;0.332829
136784;116;0.806208206;0.134084
92421;78;5.799832592;0.760907
57301;55;3.789982217;0.595638
388170;111;0.168733777;0.031133
240296;189;0.358565153;0.435997
160813;109;1.103049147;0.296931
388170;197;1.996440389;0.668052
120148;68;0.130153802;0.145371
57301;70;11.23812822;0.573947
212569;75;0.37210579;0.604484
813309;430;2.14846537;0.474038
182994;50;0.27115641;0.806864
91497;40;0.276671295;0.095701
23105;52;15.22471067;0.577738
175601;125;5.843632284;0.422483
905730;290;0.159675214;0.918235
169501;90;0.37600887;0.9258
105360;71;8.34180807;0.742516
184842;116;0.36307632;0.52486
131238;125;6.013669832;0.964397
887246;580;1.553783476;0.845039
85028;100;4.388864172;0.99832
177264;147;1.553783476;0.705598
129390;75;0.261918702;0.521145
1016636;170;0.048227718;0.203249
203327;201;1.109577826;0.251245
165434;115;8.045232906;0.109924
240296;137;1.31913301;0.228911
554529;160;1.6228581;0.252776
318344;72;0.284983476;0.185824
83179;141;7.672369947;0.861698
351201;189;1.23095604;0.11354
68392;40;2.277247234;0.734224
88723;116;7.511454969;0.133206
406654;225;0.136944736;0.304299
75786;73;7.449032259;0.417263
138632;91;8.368990459;0.786356
52680;65;5.39189604;0.24027
256747;80;1.173343144;0.334009
245841;143;5.119767035;0.819058
38817;55;9.205581135;0.735525
138632;80;0.277405696;0.5075
85028;92;7.42865479;0.960736
443623;260;0.930044018;0.368403
573013;129;2.45499741;0.609311
157116;110;4.813440756;0.083439
119963;57;0.051277483;0.041574
104067;84;7.09270048;0.442026
90573;60;5.251469101;0.142077
51756;70;4.514447038;0.932127
64695;63;8.109196197;0.562311
369686;123;0.396589299;0.286423
55268;98;8.068966301;0.459171
182994;113;0.453665696;0.953613
64695;72;1.17019683;0.984597
388170;179;1.386812665;0.8883
221811;139;4.997187325;0.499884
110906;82;1.112064413;0.902767
291128;132;1.279768262;0.808084
462107;132;0.117657046;0.77727
388170;105;0.117657046;0.458217
36969;62;6.213947402;0.293508
526802;202;0.073005188;0.842196
68392;90;8.798092688;0.036659
554529;462;1.41663963;0.500232
66543;80;9.115781735;0.426209
360444;120;0.055842573;0.828689
277264;154;0.52380125;0.816109
304991;170;0.824022594;0.560284
142329;30;0.182929201;0.209475
229205;75;0.346831631;0.870374
54529;59;7.146518101;0.646686
107209;73;0.308221478;0.246884
314233;70;4.660064658;0.092918
253235;116;0.380830111;0.433579
138632;52;0;0.986259
121996;66;0.842605994;0.744847
113715;77;4.167296356;0.071615
86858;70;0.963630013;0.428993
116266;56;0.386030978;0.896467
86876;90;6.330955365;0.521224
30499;45;9.626790721;0.433586
387985;95;0.611857031;0.370805
526802;160;0.819728328;0.883752
330869;160;0.065979946;0.573396
116451;82;5.47650243;0.028417
101664;56;0.503873017;0.745757
87800;38;0.481274305;0.760485
360444;125;1.826863527;0.483302
92421;48;0.376244421;0.40177
517560;210;0.478568587;0.814446
35120;61;6.63744596;0.463796
61922;80;8.784261214;0.949153
341959;184;0.424415919;0.25642
147874;60;0.371197219;0.638521
181146;115;0.735231445;0.277169
99428;74;1.716502172;0.24374
195933;92;0.880557987;0.040676
98891;40;0.357937087;0.157086
258780;105;0.289134381;0.759677
146026;74;0.261168987;0.624466
49908;70;8.074184479;0.439654
49908;50;2.23274502;0.518884
55268;70;6.219719212;0.561904
30499;53;6.502020366;0.275198
203327;115;1.017679932;0.338161
349353;98;0.080574322;0.670758
129390;70;0.145087372;0.284544
129390;140;6.170297819;0.556857
88725;72;6.381099287;0.245347
255083;104;0.23542414;0.753749
78558;73;7.815363578;0.568277
62847;60;4.16087002;0.037387
92421;100;6.591471868;0.537679
116451;90;0.943012663;0.208818
133087;51;0.619816524;0.815698
138632;70;0.888199511;0.887986
776340;145;0.377424911;0.225915
175601;115;1.432099125;0.330493
69316;76;7.367884576;0.399259
125693;129;7.337539029;0.826931
687616;460;0.507284239;0.249727
129390;166;7.496284907;0.313335
423290;96;0.660897781;0.918057
166359;96;1.585003807;0.125114
553604;308;0.327505537;0.884583
175601;83;0.984727134;0.397007
221811;120;0.218816094;0.077835
221811;363;0.458406587;0.820773
83179;33;0.526212761;0.170327
60998;54;13.9182155;0.209243
65619;67;7.367884576;0.548912
277264;154;0.515895715;0.895254
99815;85;7.791247904;0.131625
887246;148;0.087487666;0.172756
166359;199;3.294649093;0.330659
321627;171;3.294649093;0.643227
406654;286;1.545227438;0.2314
69871;75;4.507090209;0.952769
88540;170;7.645170583;0.769921
35120;71;8.36634773;0.839181
90573;68;5.286859764;0.190651
36969;55;8.074184479;0.827705
253235;73;0.056560613;0.882247
203327;210;1.051373153;0.055753
3326248;756;0.03778208;0.787085
123845;140;1.412417681;0.017408
288355;153;3.063816731;0.048262
165989;100;0.595005295;0.483806
92237;170;7.842342612;0.589932
212569;66;0.278740435;0.647519
868762;489;2.592812414;0.547182
120148;77;1.305406698;0.234702
41590;74;7.439585391;0.259512
619224;120;0.501855958;0.384809
275046;77;0.304765231;0.079669
116451;105;7.336125355;0.458195
116451;70;4.355463041;0.971439
349353;200;0.625963809;0.173012
275416;204;1.271816848;0.978317
221811;75;0.104997284;0.046723
49908;60;6.493489806;0.333734
138447;85;0.404404525;0.139825
35120;119;10.44109536;0.0812
110906;94;4.38477495;0.520622
351017;95;0;0.563916
73013;58;4.308340415;0.259852
304991;146;0.145923519;0.795867
231054;168;4.327919029;0.826106
63773;66;3.094592106;0.675775
425139;230;0.830131246;0.340005
182255;95;2.263475041;0.387808
312384;74;1.251469906;0.484137
36044;52;7.40156971;0.338488
88725;58;5.277474841;0.267671
198133;108;2.263475041;0.717907
101664;84;1.060838559;0.398356
85952;76;1.553783476;0.715489
157116;89;0.043281568;0.990228
109057;84;2.92647196;0.296094
212569;230;7.421088922;0.009952
166359;110;0.245126614;0.950009
232902;130;3.063816731;0.615921
134935;103;0.112865438;0.730461
156192;140;6.420790992;0.528907
351201;230;0.277609691;0.646889
51571;23;4.981776504;0.523027
90573;83;8.074564629;0.570074
304991;170;0.458570806;0.459483
295749;100;0.171499262;0.932989
3327172;526;0;0.70315
203327;65;0.229304088;0.008298
109057;68;6.734526121;0.734935
1146026;153;0.126689211;0.709037
162662;120;6.635640695;0.29485
517560;234;1.403712806;0.701251
794640;200;2.474480361;0.111505
101479;57;0.016688881;0.924447
138632;78;2.562301995;0.543092
174677;110;0.420263816;0.183488
312384;161;0.379648233;0.072636
92421;64;6.614358562;0.113673
38817;52;5.836137023;0.69432
81331;35;0.180306481;0.468621
665434;43;0.071638581;0.542905
249353;88;0.232891069;0.610089
629760;338;2.35318027;0.851036
138632;65;0.932168851;0.602274
153420;40;0.119633113;0.449294
133087;70;1.635751908;0.644992
51756;57;8.305044569;0.827693
28651;47;5.792683531;0.903684
53604;51;7.655508398;0.904643
194085;205;0.283196514;0.562317
46026;79;7.691942196;0.421814
258780;140;4.922111039;0.829694
637708;336;2.14846537;0.115118
53420;59;8.063154237;0.173365
304991;160;2.374321179;0.511692
175601;180;5.800405332;0.493225
33272;39;8.895215537;0.758473
127542;100;1.197199745;0.087468
312384;232;2.163895909;0.094092
36969;55;8.460314808;0.676714
73937;72;8.813629068;0.790328
77634;66;5.88965679;0.756989
2218115;370;0.080591781;0.946078
236599;130;0.426579021;0.192545
131238;120;1.198047359;0.406035
55453;58;13.57632523;0.7877
92403;80;1.412417681;0.075262
136784;80;0.750483498;0.218654
286506;90;0.880557987;0.341525
114603;70;6.101790666;0.417922
92421;90;5.291575481;0.996648
1016636;219;0.032717312;0.281199
240296;107;0.041156574;0.429337
120148;61;2.23433346;0.979629
221811;97;1.038148505;0.998764
194085;192;1.189658576;0.659073
236599;120;1.164644717;0.192167
60998;67;2.103479359;0.463148
83179;72;0.120458818;0.246177
139556;140;5.088865953;0.533011
83179;65;4.167296356;0.339464
93346;100;5.92068491;0.996895
51756;62;7.229972889;0.630389
165434;80;0.262236273;0.920196
101664;83;4.636051739;0.111916
231054;187;6.351622069;0.592942
406654;187;0.261723565;0.039031
146396;154;2.877515826;0.943726
147874;143;2.166682527;0.790084
175599;198;3.023484839;0.617604
2218115;246;0.009423787;0.051337
127541;118;4.900523735;0.376893
573013;393;2.301341977;0.93861
332717;178;0.287803155;0.063818
129390;98;4.846905066;0.806533
114603;62;0.377235537;0.30184
255083;80;0.3477729;0.598166
181146;111;0.79009853;0.070954
146950;85;0.518306879;0.472955
295749;213;0.496841166;0.283908
242144;128;1.447123134;0.578176
92421;58;2.182970871;0.081072
351201;200;0.753534966;0.682622
138632;88;0.976436789;0.62002
101664;86;4.13182837;0.02765
406654;115;2.103602274;0.898197
1072089;200;0.111674242;0.936921
123845;70;1.253769016;0.175279
73937;31;0.388589057;0.322464
175601;180;7.198045833;0.785283
461922;180;0.062495768;0.180505
560351;391;2.24181477;0.426664
35120;51;5.174019606;0.441615
292052;105;2.488537197;0.279386
388170;107;0.033906911;0.06871
66543;70;1.758124535;0.792861
73013;60;6.255797337;0.541144
57301;67;7.117913496;0.191098
2218115;410;0.087463247;0.734981
121996;112;6.523495461;0.156439
44362;47;7.086008601;0.812209
116451;98;1.246076885;0.294196
131237;142;1.657033245;0.378163
275416;105;0.165574286;0.719617
27726;60;12.48905767;0.141778
101664;69;8.477518081;0.582319
124769;76;0.960902904;0.733864
64695;60;5.558175118;0.595808
434381;230;0.136944736;0.497096
203327;84;0.325169249;0.157135
88725;70;0.247767554;0.586164
