Estrelas,ProximidadeTurismo,Capacidade,Preco
2,5.256405931019397,4,557.6040178152346
1,2.711701846373109,2,372.8873306368792
5,8.014968853943747,3,518.5293173113903
1,6.471814318477607,2,403.7798103062161
4,4.722471500878488,3,555.242156828851
5,9.304084961111164,4,640.5185574616432
5,1.7531640232701995,4,706.8876693780082
2,14.21919871640437,3,187.46897831151213
1,19.979560797500046,4,130.8209582678259
3,8.565493082342094,4,485.2896491832525
5,15.415873996717874,1,196.85210957916667
5,25.94424587768152,3,237.93439156250923
3,4.040322938509371,2,423.1914851250072
5,14.617326882614082,4,500.72690621977534
4,6.834397667886818,2,420.9879888406191
3,3.67544896022269,1,334.81330415888783
4,1.903115575939397,4,683.8374891538878
1,8.517291972535899,2,325.35673403781857
1,18.227236001279593,1,-72.94214961243262
1,5.215796779933731,3,424.03358692930294
4,11.84686590411552,3,351.7623193364005
5,9.606933984606597,3,474.8799981943961
5,13.290628465396823,1,264.36659098979277
3,8.174930976162265,4,522.8201349631042
3,14.013472930393105,2,303.8869727908286
5,10.304382674156047,2,401.40821444365235
2,20.473236130579618,3,88.3544970616113
4,12.266216593966154,2,347.1777667732154
4,9.67446150050235,1,268.30227954416523
4,0.5535254802238957,4,720.8635689421138
2,2.6393734859268787,4,561.4014083045748
3,3.5281660649437834,1,262.2638361367832
3,1.5277442354540869,4,664.8600745706169
4,12.986867221630902,1,249.4310559084469
3,12.760753460061876,1,221.11516921419275
4,13.250140528868153,2,385.02032754564834
5,2.0533256377795968,1,429.1782985712343
5,0.45134015432010277,2,626.7985691276859
3,23.39624806020058,4,222.53978862803618
2,2.764328450158372,3,463.75933135644146
3,2.5957698183403943,4,637.939915455681
1,3.644812492405056,2,362.0860979074972
4,14.713219561423383,1,124.80141727267248
1,15.927707544174837,4,263.75698718032487
3,2.5857263167677127,2,412.38625836441497
5,3.0833124595934525,4,675.7409258116014
4,13.780834670640772,3,275.64606582775207
3,3.1197610791621293,3,503.9367321416335
2,8.402903954793064,4,441.76338733046487
3,10.068317522989839,3,416.12649290502276
2,16.815767162673275,2,123.72965308008986
5,7.922866618061449,1,294.4282600987871
2,5.316059080114549,1,316.7862212419224
1,3.658487879168582,4,490.9009112391238
1,12.978252669735856,4,334.85347612676577
1,4.8111512638883545,2,362.073780645218
1,27.593551140215823,1,-150.74078535586472
1,0.7466797825114957,1,413.1277538180209
2,2.5871644022974607,2,404.64477402046737
1,2.7560067398405637,3,450.43608750787143
4,14.350493867891545,1,139.0720681013301
2,5.072389511096152,4,571.63221827984
5,1.162297003871491,3,607.5096876939816
2,9.474885949068796,1,100.23969658710305
3,2.444434559616326,3,582.6306090746931
5,14.013448312919596,3,383.6462074942173
1,4.1038179365787055,1,286.8040053355379
1,5.289436184165822,1,244.61500878399198
3,2.4614778868484417,2,379.2703097118457
1,8.635196583813146,4,261.31210010760634
5,8.047537406378693,1,314.21916451779015
5,23.466470305265617,1,61.495168243730895
5,12.791611070282583,4,453.0789618596097
2,3.655510899860373,2,354.2517095353569
2,9.380925409056456,3,279.43445528900463
5,2.9673317249411335,4,719.1472634910236
2,8.299861590811032,2,298.5440645355956
2,4.961023339825624,3,416.70990200110583
4,0.7480498268034107,4,774.8922685296188
2,0.12231983638817387,2,532.4393546382147
4,15.692596145359044,1,194.41143721964167
4,6.90429024383049,1,251.92563605005296
2,7.966721083646714,3,325.4310709667852
2,6.579260925367953,1,268.77129804680334
2,9.688826385630508,3,314.7955932751604
1,2.2558166356880354,2,340.5290957006481
4,13.891453156779274,1,247.1193065938175
1,20.14060154918468,3,112.73171011092728
5,3.0676577602700457,4,774.3545664852965
2,4.063031304450625,2,357.2789090786637
5,8.640449911023696,1,425.952272801871
1,1.4357951171632055,1,273.5775353025116
4,3.820254489503836,3,638.5694847168613
3,3.5950439957101015,4,603.3908522666369
2,1.4456681693373594,1,308.06114925777246
5,3.615992807816198,3,536.1191684609994
5,10.645851361278517,1,302.009357031345
5,9.378802311514518,2,409.6123188699377
1,4.331079531513437,1,286.26150487585386
1,4.0594172718848345,3,403.28212942189293
3,7.2436850486996445,3,423.5047000970849
1,13.852615467222304,3,266.7995643029307
4,3.030982534240727,4,648.1390212516778
4,4.410329072731514,4,602.9813277340246
5,1.7879286573317985,2,602.9718727179927
2,7.994223995430966,1,195.62410914901736
5,2.4078750974193843,4,754.782605136188
4,2.8912050527881217,1,392.33004335507786
4,4.128708204461747,1,386.2778767622461
4,1.9839889682004574,3,607.9290694154041
5,0.9419230031014657,3,652.4552239247554
3,11.476109448431353,1,199.80523756350345
2,3.581140754798567,3,509.1507833660317
3,5.559626797097979,1,339.3375536240428
3,8.924738873315302,1,275.5537150354251
2,4.223148241252707,3,423.76551324398247
4,1.0471402943328432,4,741.6986825270616
4,2.280533251240672,1,467.8674520006407
5,2.0147994670443286,4,779.9249702721947
5,5.407735853003902,4,625.5269913306169
3,18.180776303835696,3,217.7615440892132
2,0.4932407014757259,4,641.8118810935056
2,2.390336012467649,4,541.7525238797904
1,10.003303489537053,4,358.6278067210612
1,16.7398570701071,4,331.49314547083435
3,1.6155926723816796,1,495.2761971657571
5,15.634047450289295,3,439.31607848558207
4,7.905230218330772,3,528.824652445873
4,9.07300121525327,3,407.5774182196781
3,2.242522209656819,1,410.7776673781698
2,16.786883628286567,1,26.306497680974395
1,2.1496559062609353,2,314.0782869945129
5,0.9721923200291803,1,485.1058616698504
2,10.156652815421012,1,182.6501973938971
5,7.010413411650971,4,602.4239530520472
5,4.17477349885034,1,418.9645587376512
3,10.974966547702447,2,330.10274396709974
1,17.123052213432967,2,74.74427998750224
1,7.9211502056515,4,423.24989987008587
4,10.455245570694657,1,276.48870843092175
2,10.848560594614451,1,129.24363093912842
2,11.173053155366645,3,248.01034099463268
1,5.189002044248521,1,241.7481946360535
5,7.537044661806008,4,593.9072751576076
4,1.3768982590334733,3,511.9229213900366
4,2.0694471055729102,1,418.98269499028413
5,6.780954607862469,3,499.77001077571947
4,7.539914669784796,2,444.13421831969185
5,10.653154920979947,4,583.0181629424181
4,9.853175089398668,2,387.78115545395013
1,7.66919669661199,1,143.36398515982563
4,4.026255311300352,2,516.0524728671006
4,17.758879999618287,2,220.8048891643379
2,16.692508063769687,3,185.6571118026153
4,3.0198921035755295,4,636.9352863215636
5,6.081564276006414,4,693.0041221235566
1,11.149623229474022,2,163.32733256233664
4,14.333525028819917,1,208.51232309991556
1,4.183980113091925,1,298.01824707880064
1,4.355461592956536,2,418.35789941872474
4,5.9922427745971945,1,443.3488007299426
2,0.330897511387602,2,498.42318798269946
3,8.541612608143545,4,423.87218025855975
4,7.199405321418947,1,301.5594721007225
3,8.935744023141913,3,383.88076016353494
4,1.5602389099728735,2,611.4527134288086
1,10.490931879200103,1,85.21546536739339
4,31.709747732901796,3,25.113364196882504
3,1.8949963754791346,4,637.1434256532829
1,13.4841308775612,2,93.56102197689881
4,12.64983329856256,1,246.09453450971796
2,3.007838764760271,4,579.7580290146692
5,6.60608593976992,2,415.0895371175265
4,2.098494779230553,3,659.1739767680594
2,12.406245995562275,2,107.54957864599513
3,2.2246316400860677,4,595.9695095527806
2,0.8837552319915497,3,570.9234100534477
5,0.9837790681547566,3,610.6615269632028
2,3.8141625420917085,4,561.2300451362673
4,0.6749225724080681,1,401.6835291380672
2,0.16338084112892493,3,532.0811759552104
4,2.8431451899794453,3,467.44844054180106
3,4.1540062617112685,1,304.79128968012424
5,10.314824603152577,3,406.557435579234
2,14.299912586854484,1,73.9135611565853
5,0.6163805217221475,4,736.9108197744742
2,14.327354899341081,4,299.76969344772135
5,0.8753147092167086,1,552.3893656440032
2,9.3874687568231,3,307.9066446699661
3,6.071116719160459,2,420.29699927624335
3,10.481704068254732,3,461.82970713284845
4,8.602624519575189,2,394.9007171237304
2,3.2830129500075538,3,431.45623077107894
3,4.0129780513351,4,527.2735132302209
3,3.166552950521069,1,331.1796859836037
5,5.969064812479539,3,605.8508397879037
3,9.872866934576525,1,240.3221980569144
3,4.012347099111825,2,476.592818830463
4,8.000824760846012,3,518.5000487494403
1,10.431294980353556,2,208.41463298684067
5,8.570781886711647,3,542.2587753490902
3,6.774621693464117,1,387.26987660174166
1,0.5182038948242156,1,390.4187334122497
1,8.79160628835075,3,299.03057338777234
3,2.3110160759299654,2,513.2636505781952
4,16.38807307122178,3,341.5310788664612
2,7.333128075836656,3,450.15684236025385
4,21.49574534867287,3,243.66592162833808
3,0.902438496657506,2,443.24285831470036
5,7.316589270303925,4,542.6839863252865
2,0.6548837514448298,3,555.5336758313578
2,3.4816923524180865,4,645.4970628701298
3,6.63258089679174,1,258.56517666716667
3,11.046165975264708,3,359.6721935922233
5,0.3093625727395894,3,632.0253622354476
4,15.788651944164883,1,223.11843635198534
5,7.95500550053291,4,495.64154723716575
3,5.664398537322192,3,363.5290142017657
5,3.0769127736700175,2,567.2127405176074
3,2.690240731762467,4,612.078003025183
2,5.249178636458827,4,491.0352765171331
5,12.674116548186568,3,421.46292971009797
1,4.994982334686594,2,336.9497490290862
2,0.6205312579833403,4,586.8991753878499
1,12.591671296108139,3,183.32032549118156
3,7.041110221415821,4,482.8096491680353
1,14.956795162570163,3,235.28103984843887
4,25.263682403559983,3,108.48925418068933
3,17.69921388196734,2,86.75184317229332
1,1.682142227670741,1,301.4660717937837
3,3.7791010173847503,4,619.6677157413055
4,13.243587499958391,4,521.5762873784934
1,1.7220079269688262,4,546.4550108167069
1,7.303517903770194,4,390.9440795641126
2,11.045784735714765,4,422.7846986495562
1,10.14825907734441,4,403.39356195413365
1,6.023318535828621,3,367.58836395023724
3,9.214083978105812,3,403.4883508016051
4,4.6081447714883055,3,560.8437498171724
5,9.237965603139468,1,341.7478630244014
4,1.3256801465371804,4,705.9920924134126
4,2.8900521095423297,3,531.103291587807
1,19.98639475583373,2,-47.24978360760005
5,11.460004265074433,4,498.99434572347286
5,0.47066094658493696,4,792.6973282347725
4,8.245572195642364,1,328.0284344541831
3,5.311783665356953,2,455.7762749053389
5,1.28241974027702,2,575.0170590887291
5,2.717715664906967,1,418.4636169097682
4,2.1717963263828013,1,493.7917502365719
2,0.7821118109215218,3,523.419411004575
5,14.04545514939712,1,313.2636488253839
4,1.4644077047824986,4,720.609170473959
2,14.812459621972984,2,273.18174150168215
4,12.72558135032317,3,374.4997237078685
4,15.1875933696358,1,221.284327861743
3,11.711604614500803,2,320.33611302763114
1,7.644974530335336,1,149.3441921185708
2,2.683727352093812,3,477.7013371027757
1,1.697582939024855,4,462.96142410866673
2,1.3413278276842011,2,355.73363659618275
2,12.213849594591984,1,142.05144818469907
5,1.9284182854396468,3,691.0819878260784
3,0.33319282845152953,4,695.2373451057422
3,15.308034973994927,1,140.8405304330841
4,2.066905117080033,4,721.8127553159538
1,5.310425069780597,4,434.3066088194218
4,2.3914558065378704,3,578.5442464448547
3,13.978962610867354,2,267.296823453347
4,0.5517135478023174,2,570.6216655164003
3,2.989774561190176,1,359.69506808635833
3,16.48504010268179,2,246.33891725275993
2,15.500141893581478,1,5.397099576014057
4,4.558253477993689,1,362.9009960756966
2,14.261587520192663,2,160.59836087333412
4,9.361291483110824,1,333.60091432647204
3,6.783800988404703,4,534.4432401276677
3,8.326507394644784,1,200.39526476757356
5,3.270662091210221,2,570.2869671665987
2,16.315974275322716,4,348.0578302668904
1,3.777591697307179,3,451.41339271050776
4,2.3986710589527855,1,462.9843249012187
1,1.5895867412564326,1,204.49259033781794
5,1.9286395555038602,1,446.4328850527486
3,11.570172808158679,2,302.70057427043645
2,7.706730544633434,4,463.1209798696119
1,1.3043973378332732,3,490.03993334327515
2,18.21915097860406,2,32.29984657977109
3,0.7565047058842289,2,491.79516766807114
2,4.209182841756566,2,306.3272922200583
2,2.4660218626133443,3,392.9956346167628
4,6.255570351092533,2,449.6775474034937
1,9.921368285185059,2,253.70207411914782
5,19.050636405600176,2,241.26809328308528
2,0.14777219659844776,3,535.3947320547977
2,3.004787855854223,3,401.8035257914522
5,3.550287310553741,3,669.2996071438024
1,18.923618933173415,3,109.32537646773463
3,1.7781314370301256,2,572.4154715196859
4,2.5099811600832393,3,636.9160922121836
5,10.547579251802828,4,458.792143631336
2,9.600477411499279,4,465.74293578280884
3,4.1649908243669245,1,276.87342163400365
4,2.768229947738883,2,466.66062652376917
5,11.23905305614439,1,292.6811050391047
2,1.7346389707287913,3,500.604098067294
1,5.100295397556169,1,247.87235282974993
5,13.925184494342723,2,280.35355807293485
2,10.37585667050634,2,194.94826637704085
3,0.18791791774257802,4,696.2719017318022
5,5.937774477786675,2,490.58199704756515
4,20.11880319244709,1,86.3425885861345
1,5.897036055747239,2,182.3751113003222
5,8.963697225521802,2,421.8691863237978
5,19.62732009140752,1,92.91713901877486
1,15.84820527349018,3,127.00457587935293
3,6.479677910098883,2,426.5031820092512
4,11.390081931169654,3,357.41479992798133
2,12.144013829592591,3,242.47489309184664
3,8.709617821716195,2,319.2571133955888
2,8.779706165358702,1,226.92031822519317
4,12.961498675278833,3,336.56929000701905
3,6.164593126261552,4,608.415339263772
5,5.365965205668235,1,495.17307215469623
3,4.046954556143003,2,384.9885555537167
2,1.9145087202391178,2,409.45573781637484
5,8.805111991771104,2,394.9639865316973
1,4.540803625156052,2,234.9148222533176
3,0.8595197343438468,2,507.9601578359309
3,7.519465876771957,4,556.2904258760293
5,5.629897185861278,2,597.9952694391025
3,11.949868052686604,1,146.1321637647011
5,5.004096673042639,2,576.7298210797783
1,2.5280350541915455,4,586.5569834790667
3,4.0801470903989685,3,518.2897236703783
2,17.74658560973333,3,215.1764622841366
3,3.931531947541129,2,475.0330134642126
5,1.6221844757669084,4,836.2613078967568
5,7.694301781773039,1,400.0043924953627
2,3.3053274323491575,2,390.8865570778326
2,1.4527445720476924,2,387.63666860867255
5,7.564935288807483,2,473.96733197447526
5,3.0151405739676616,2,600.9054351593002
3,10.390964403783926,1,234.41122999079508
5,4.790952240982286,4,635.1847927341041
2,7.781835214561222,4,468.81710583360376
3,17.367749569767106,3,236.1873344816522
5,14.465778900358943,3,413.92135988060653
1,15.82685641802789,3,90.3704532785297
2,9.605572244572283,3,375.4279858136909
1,2.258404786026901,3,474.6030621176481
3,5.494985463040402,3,502.3429626485174
2,10.985707275553295,1,160.0977136316829
3,23.20799839280298,2,-44.4567809862307
4,1.1709087215544196,1,455.6156859703484
2,5.342011708457715,1,326.19551579795416
3,3.1788509723818157,1,323.4165367377406
1,4.348079577311579,4,383.5749351457042
3,5.400944605248059,1,244.9532093015041
5,7.324240097548762,4,639.2164826400549
5,3.752224007606727,1,473.5993202904873
1,2.9164198635184455,1,315.9862624607045
3,17.410228083589015,4,319.03248854173705
2,7.803044065015394,2,228.9226999007636
1,2.7111279644671487,1,234.85223368097328
3,10.450233755026906,1,261.93729352942927
4,5.99039526376184,3,527.216890096737
5,3.4069234387793044,3,654.3530129584129
1,12.631729120851542,2,179.10485785602114
3,27.77359145427433,4,104.28014332799854
4,11.517339747807991,1,240.95286316843848
5,5.892289865101498,3,665.009316185763
4,4.4846500620405925,1,411.0407120896492
1,1.3157396790806872,3,457.2558289025682
3,14.055600473918899,4,411.65899006846246
4,3.497821801115369,4,661.1888549589063
4,20.23471949769974,3,127.43779137128215
4,5.053869385773427,3,571.4268380031472
2,3.592491565134564,3,559.1971324017925
4,15.824944779817585,1,124.48711098414509
3,22.436018945826405,4,293.98140852543025
3,14.227949086263427,2,212.5975334081356
3,19.223247554443986,3,220.20861879361138
5,21.150560151878075,3,320.5067978110972
4,14.053654387244203,2,242.9268406905755
1,16.180542690002255,1,68.51384184087846
5,8.244091213278345,3,464.4073116664661
2,4.225803722728828,2,331.72618809972766
3,5.474805721046651,1,290.82786971169065
2,8.137944832313059,1,250.34137167633395
5,14.491176107369304,4,463.13275732414036
2,13.177173431407654,4,280.45780839255355
5,5.410082199598076,1,410.9717124155471
2,0.8511560251940574,1,323.7658103693997
3,5.643010333021604,1,353.70447438158635
4,9.667680111664602,3,429.4846450439528
3,5.080679093914777,3,491.925121916737
3,7.554627263656334,1,258.63383186983975
3,12.012015190173893,2,291.4566446080366
4,5.232617386880769,1,366.1681140888569
